,Position,date,persName,roleName
159,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",1987-1989,Sir John D.I. Boyd,K.C.M.G.
160,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",1989-1990,Sir P. John Weston,K.C.M.G.
161,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",1990-1992,Sir Nigel H.R.A. Broomfield,K.C.M.G.
162,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",1992-1995,Sir Timothy L.A. Daunt,K.C.M.G.
163,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",1995-1997,Sir Anthony C. Galsworthy,K.C.M.G.
164,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",1997,Sir Kevin R. Tebbit,"K.C.B., C.M.G."
165,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",1997-1998,Sir Francis N. Richards,K.C.M.G.
166,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",1998-2000,Sir David G. Manning,"G.C.M.G., K.C.V.O."
167,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",2000-2002,Sir Stephen J.L. Wright,K.C.M.G.
168,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",2002-2004,Sir William G. Ehrman,K.C.M.G.
169,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",2004-2007,Sir David F. Richmond,"K.B.E., C.M.G."
170,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",2007-2010,Dame A. Mariot Leslie,D.C.M.G.
171,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",2010-2014,Robert P. Hannigan,C.M.G.
172,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",2014-2016,Sarah MacIntosh,C.M.G.
173,"Deputy Under-Secretary (Defence/Intelligence; Director-General from 2002) (and Chairman, Joint Intelligence Committee from 1956 until 1985)",2017-,Philip R. Barton,"C.M.G., O.B.E."
174,Deputy Under-Secretary (Information and Culture),1961-1962,Sir F. Ralph H. Murray,"K.C.M.G., M.C."
175,Deputy Under-Secretary (Information and Culture),1962,Lord Trevelyan,"K.G., G.C.M.G., C.I.E., O.B.E."
176,Deputy Under-Secretary (Information and Culture),1963-1966,Sir John W. Nicholls,"G.C.M.G., O.B.E."
177,Deputy Under-Secretary (Information and Culture),1966-1968,Lord Greenhill of Harrow,"G.C.M.G., O.B.E."
178,"Director-General, Public Services",2002-2003,Sir Graham H. Fry,K.C.M.G.
179,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1936-1939,Sir Lancelot Oliphant,"K.C.M.G., C.B."
180,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1958-1963,Sir Roger B. Stevens,G.C.M.G.
181,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1963-1965,Sir Geoffrey W. Harrison,"G.C.M.G., K.C.V.O."
182,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1965-1967,Sir Roger Allen,K.C.M.G.
183,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1967-1969,Sir W. Denis Allen,G.C.M.G.
184,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1968-1969,Sir W.B. Leslie Monson,"K.C.M.G., C.B."
185,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1969-1971,Sir John B. Johnston,"G.C.M.G., K.C.V.O."
186,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1971-1974,Sir C. Martin Le Quesne,K.C.M.G.
187,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1974-1975,Sir Alan H. Campbell,G.C.M.G.
188,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1975-1977,Rt. Hon. Sir A. Antony Duff,"G.C.M.G., C.V.O., D.S.O., D.S.C."
189,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1977-1979,"Sir John A.N. Graham, Bt.",G.C.M.G.
190,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1979,Sir Anthony D. Parsons,"G.C.M.G., L.V.O., M.C."
191,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1980-1982,"Sir John A.N. Graham, Bt.",G.C.M.G.
192,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1982-1984,Sir John H.G. Leahy,K.C.M.G.
193,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1984-1987,Sir Ewen A.J. Fergusson,"G.C.M.G., G.C.V.O."
194,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1987-1989,Sir Alan G. Munro,K.C.M.G.
195,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1989-1990,Sir W. Roger Tomkys,K.C.M.G.
196,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1990-1992,Sir Patrick S. Fairweather,K.C.M.G.
197,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1992-1994,Mark Elliott,C.M.G.
198,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1994-1995,Sir J. Robertson (Rob) Young,G.C.M.G.
199,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),1995-1996,Sir Jeremy Q. Greenstock,G.C.M.G.
200,Deputy Under-Secretary (Middle East-Eastern Europe/Middle East-Africa),2016-2017,Christian P.H. Turner,C.M.G.
201,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1967-1969,Sir W. Denis Allen,G.C.M.G.
202,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1969-1972,Sir F. Stanley Tomlinson,K.C.M.G.
203,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1972-1973,Sir Eric G. Norris,K.C.M.G.
204,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1973-1975,Sir K. Michael Wilford,G.C.M.G.
205,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1975-1980,Sir H.A. Hugh Cortazzi,G.C.M.G.
206,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1980-1982,Sir Derek M. Day,K.C.M.G.
207,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1982-1984,Sir C. Sydney R. Giffard,K.C.M.G.
208,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1984-1986,Sir G. William Harding,"K.C.M.G., C.V.O."
209,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1986-1990,Lord Gillmore of Thamesfield,G.C.M.G.
210,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1990-1991,Sir Robin J.T. McLaren,K.C.M.G.
211,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1991-1994,Sir A. John Coles,G.C.M.G.
212,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1994-1995,Sir David J. Wright,"G.C.M.G., L.V.O."
213,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1995-1997,Sir R. Andrew Burns,K.C.M.G.
214,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),1997-2000,Sir John A. Shepherd,"K.C.V.O., C.M.G."
215,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),2000-2001,Sir Peter J. Westmacott,"G.C.M.G., L.V.O."
216,Deputy Under-Secretary (Americas-Asia/Africa-Americas-Asia/Trade-Asia-Africa; Wider World from 2000 until 2002),2001-2002,Sir Graham H. Fry,K.C.M.G.
217,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1967-1968,E. Michael Rose,C.M.G.
218,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1968-1971,Sir Robin W.J. Hooper,"K.C.M.G., D.S.O., D.F.C."
219,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1971-1972,Sir Philip G. Doyne Adams,K.C.M.G.
220,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1972-1975,Sir Howard F. T. Smith,G.C.M.G.
221,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1976-1979,Sir Clive M. Rose,G.C.M.G.
222,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1979-1982,Sir Robert L. Wade-Gery,"K.C.M.G., K.C.V.O."
223,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1982-1984,Sir A. David S. Goodall,G.C.M.G.
224,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1984-1985,Sir Bryan G. Cartledge,K.C.M.G.
225,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1985-1988,Sir Christopher L.G. Mallaby,"G.C.M.G., G.C.V.O."
226,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1988-1989,Sir P. John Weston,K.C.M.G.
227,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1989-1991,Sir Leonard V. Appleyard,K.C.M.G.
228,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1991-1994,Rt. Hon. Baroness Neville-Jones,D.C.M.G.
229,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1994-1996,Sir Paul Lever,K.C.M.G.
230,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1996-1997,Sir Colin R. Budd,K.C.M.G.
231,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",1997-1999,Hon. Sir Michael A. Pakenham,"K.B.E., C.M.G."
232,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",2000-2001,"Lord Ricketts, G.C.M.G",G.C.V.O.
233,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",2001-2003,Sir David G. Manning,"G.C.M.G., K.C.V.O."
234,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",2003-2007,Sir Nigel E. Sheinwald,G.C.M.G.
235,"Deputy Secretary (Overseas and Defence Affairs), Cabinet Office (and Chairman, Joint Intelligence Committee from 1993 until 2001",2007-2010,Sir Simon G. McDonald,"K.C.M.G., K.C.V.O."
236,"Head of European Secretariat (and International Economic/Global Issues from 2007), Cabinet Office (from 1994 until 2011)",1994-1998,Sir Brian G. Bender,K.C.B.
237,"Head of European Secretariat (and International Economic/Global Issues from 2007), Cabinet Office (from 1994 until 2011)",1999-2000,David J. Bostock,C.M.G.
238,"Head of European Secretariat (and International Economic/Global Issues from 2007), Cabinet Office (from 1994 until 2011)",2000-2004,Sir J. Stephen Wall,"G.C.M.G., L.V.O."
239,"Head of European Secretariat (and International Economic/Global Issues from 2007), Cabinet Office (from 1994 until 2011)",2004-2007,Sir N. Kim Darroch,K.C.M.G.
240,"Head of European Secretariat (and International Economic/Global Issues from 2007), Cabinet Office (from 1994 until 2011)",2007-2012,Sir Jonathan S. Cunliffe,C.B.
241,"Head of European Secretariat (and International Economic/Global Issues from 2007), Cabinet Office (from 1994 until 2011)",2012-2013,Sir M. Ivan Rogers,K.C.M.G.
242,"Head of European Secretariat (and International Economic/Global Issues from 2007), Cabinet Office (from 1994 until 2011)",2013-2016,Thomas W. Scholar,
243,National Security Adviser to the Prime Minister (from 2010),2010-2012,Lord Ricketts,"G.C.M.G., G.C.V.O."
244,National Security Adviser to the Prime Minister (from 2010),2012-2015,Sir N. Kim Darroch,K.C.M.G.
245,National Security Adviser to the Prime Minister (from 2010),2015-2017,Sir Mark J. Lyall Grant,G.C.M.G.
246,National Security Adviser to the Prime Minister (from 2010),2017-,Sir Mark P. Sedwill,K.C.M.G.
247,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1886-1918,Sir W. Edward Davidson,"K.C.M.G., C.B., K.C."
248,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1918-1929,Sir Cecil J.B. Hurst,"G.C.M.G., K.C.B., K.C."
249,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1929-1945,Sir H. William Malkin,"G.C.M.G., C.B., K.C."
250,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1945-1953,Sir W. Eric Beckett,"K.C.M.G., Q.C."
251,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1953-1960,Sir Gerald G. Fitzmaurice,"G.C.M.G., Q.C."
252,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1960-1968,Sir Francis A. Vallat,"G.B.E., K.C.M.G., Q.C."
253,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1968-1975,Sir W. Vincent J. Evans,"M.B.E., Q.C."
254,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1968-1971,Sir James C. McPetrie,"K.C.M.G., O.B.E."
255,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1976-1984,Sir Ian McT. Sinclair,"K.C.M.G., Q.C."
256,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1984-1987,Sir John R. Freeland,"K.C.M.G., Q.C."
257,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1987-1991,Sir Arthur D. Watts,"K.C.M.G., Q.C."
258,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1991-1999,Sir Franklin D. Berman,"K.C.M.G., Q.C."
259,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,1999-2006,Sir Michael C. Wood,K.C.M.G.
260,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,2006-2011,Sir Daniel Bethlehem,"K.C.M.G., Q.C."
261,Legal Adviser to the Foreign Office/Foreign and Commonwealth Office,2011-,Sir Iain Macleod,K.C.M.G.
262,Second Legal Adviser (from 1945 until 1953 and from 1971 until 1996),1918-1929,Sir H. William Malkin,"G.C.M.G., C.B., K.C."
263,Second Legal Adviser (from 1945 until 1953 and from 1971 until 1996),1929-1945,Sir W. Eric Beckett,"K.C.M.G., Q.C."
